Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value,Country/Area Name,Country/Area Code
MDG_Landlocked developing countries,2003,Female,Not applicable,Number,1777928.14588769,,
MDG_Landlocked developing countries,2002,All genders,Not applicable,Number,3589268.68972508,,
MDG_Landlocked developing countries,2002,Female,Not applicable,Number,1751992.72444744,,
MDG_Landlocked developing countries,2001,All genders,Not applicable,Number,3543325.53255421,,
MDG_Landlocked developing countries,2001,Female,Not applicable,Number,1720013.40496218,,
MDG_Landlocked developing countries,2000,All genders,Not applicable,Number,3436117.69761745,,
MDG_Landlocked developing countries,2000,Female,Not applicable,Number,1665981.97692794,,
MDG_Landlocked developing countries,1999,All genders,Not applicable,Number,3311101.24225893,,
MDG_Landlocked developing countries,1999,Female,Not applicable,Number,1607320.17763194,,
MDG_Landlocked developing countries,1998,All genders,Not applicable,Number,3326491.75577521,,
MDG_Landlocked developing countries,1998,Female,Not applicable,Number,1603811.12117733,,
MDG_Landlocked developing countries,1997,All genders,Not applicable,Number,3520052.84963856,,
MDG_Landlocked developing countries,1997,Female,Not applicable,Number,1706431.60395049,,
MDG_Landlocked developing countries,1996,All genders,Not applicable,Number,3661442.6147214,,
MDG_Landlocked developing countries,1996,Female,Not applicable,Number,1765576.37964687,,
MDG_Landlocked developing countries,1995,All genders,Not applicable,Number,3843422.4062556,,
MDG_Landlocked developing countries,1995,Female,Not applicable,Number,1841807.25450883,,
MDG_Landlocked developing countries,1994,All genders,Not applicable,Number,4185039.9630858,,
MDG_Landlocked developing countries,1994,Female,Not applicable,Number,2004843.24363225,,
MDG_Landlocked developing countries,1993,All genders,Not applicable,Number,4424578.4208536,,
MDG_Landlocked developing countries,1993,Female,Not applicable,Number,2121550.58533293,,
MDG_Landlocked developing countries,1992,All genders,Not applicable,Number,4778032.59002852,,
MDG_Landlocked developing countries,1992,Female,Not applicable,Number,2280527.82549605,,
MDG_Landlocked developing countries,1991,All genders,Not applicable,Number,4835186.1075858,,
MDG_Landlocked developing countries,1991,Female,Not applicable,Number,2320304.5523156,,
MDG_Landlocked developing countries,1990,All genders,Not applicable,Number,4826362.24442847,,
MDG_Landlocked developing countries,1990,Female,Not applicable,Number,2313105.28922548,,
MDG_Landlocked developing countries,1989,All genders,Not applicable,Number,4594888.09226267,,
MDG_Landlocked developing countries,1989,Female,Not applicable,Number,2204561.17265046,,
MDG_Landlocked developing countries,1988,All genders,Not applicable,Number,4428088.43529529,,
MDG_Landlocked developing countries,1988,Female,Not applicable,Number,2125193.49287619,,
MDG_Landlocked developing countries,1987,Female,Not applicable,Number,2049952.37923703,,
MDG_Landlocked developing countries,1987,All genders,Not applicable,Number,4269370.27781405,,
MDG_Landlocked developing countries,1986,All genders,Not applicable,Number,3958278.61645714,,
MDG_Landlocked developing countries,1986,Female,Not applicable,Number,1893964.23932058,,
MDG_Landlocked developing countries,1985,Female,Not applicable,Number,1813891.03301409,,
MDG_Landlocked developing countries,1985,All genders,Not applicable,Number,3789512.3167363,,
MDG_Landlocked developing countries,1984,All genders,Not applicable,Number,3634679.01601626,,
MDG_Landlocked developing countries,1984,Female,Not applicable,Number,1740679.59215635,,
MDG_Landlocked developing countries,1983,Female,Not applicable,Number,1679148.75495366,,
MDG_Landlocked developing countries,1983,All genders,Not applicable,Number,3508275.14830393,,
MDG_Landlocked developing countries,1982,All genders,Not applicable,Number,3396342.76883839,,
MDG_Landlocked developing countries,1981,All genders,Not applicable,Number,3279640.6740251,,
MDG_Landlocked developing countries,1980,All genders,Not applicable,Number,3202977.46335896,,
MDG_Landlocked developing countries,1979,All genders,Not applicable,Number,3141201.18834448,,
MDG_Landlocked developing countries,1978,All genders,Not applicable,Number,3042850.60435759,,
MDG_Landlocked developing countries,1977,All genders,Not applicable,Number,2949243.41084559,,
MDG_Landlocked developing countries,1976,All genders,Not applicable,Number,2877750.94557984,,
MDG_Landlocked developing countries,1975,All genders,Not applicable,Number,2839826.19426513,,
MDG_Latin America,2014,All genders,Not applicable,Number,18494978.7086258,,
MDG_Latin America,2014,Female,Not applicable,Number,9099006.09920592,,
MDG_Latin America,2013,All genders,Not applicable,Number,18438994.5165719,,
MDG_Latin America,2013,Female,Not applicable,Number,9069200.10198245,,
MDG_Latin America,2012,All genders,Not applicable,Number,17953999.0814935,,
MDG_Latin America,2012,Female,Not applicable,Number,8825636.60027046,,
MDG_Latin America,2011,All genders,Not applicable,Number,17784808.4260558,,
MDG_Latin America,2011,Female,Not applicable,Number,8768740.52105718,,
MDG_Latin America,2010,All genders,Not applicable,Number,17702437.6494177,,
MDG_Latin America,2010,Female,Not applicable,Number,8728666.82937238,,
MDG_Latin America,2009,All genders,Not applicable,Number,17858641.6986394,,
MDG_Latin America,2009,Female,Not applicable,Number,8772161.06110596,,
MDG_Latin America,2008,All genders,Not applicable,Number,17627313.3465669,,
MDG_Latin America,2008,Female,Not applicable,Number,8685901.03960101,,
MDG_Latin America,2007,All genders,Not applicable,Number,17001177.4669,,
MDG_Latin America,2007,Female,Not applicable,Number,8376618.5885879,,
MDG_Latin America,2006,All genders,Not applicable,Number,16770960.4054635,,
MDG_Latin America,2006,Female,Not applicable,Number,8266248.15616932,,
MDG_Latin America,2005,All genders,Not applicable,Number,16494327.210735,,
MDG_Latin America,2005,Female,Not applicable,Number,8124721.9605152,,
MDG_Latin America,2004,All genders,Not applicable,Number,16032310.4515911,,
MDG_Latin America,2004,Female,Not applicable,Number,7904650.46023948,,
MDG_Latin America,2003,Female,Not applicable,Number,7641577.96573986,,
MDG_Latin America,2003,All genders,Not applicable,Number,15501303.9863063,,
MDG_Latin America,2002,All genders,Not applicable,Number,15334093.4190192,,
MDG_Latin America,2002,Female,Not applicable,Number,7570218.48413957,,
MDG_Latin America,2001,Female,Not applicable,Number,7536641.00569278,,
MDG_Latin America,2001,All genders,Not applicable,Number,15258626.2327638,,
MDG_Latin America,2000,All genders,Not applicable,Number,15117670.377896,,
MDG_Latin America,2000,Female,Not applicable,Number,7470868.19677885,,
MDG_Latin America,1999,Female,Not applicable,Number,7074819.05549736,,
MDG_Latin America,1999,All genders,Not applicable,Number,14307568.1161336,,
MDG_Latin America,1998,All genders,Not applicable,Number,14543650.4801062,,
MDG_Latin America,1998,Female,Not applicable,Number,7195970.98283624,,
MDG_Latin America,1997,Female,Not applicable,Number,6943257.641078,,
MDG_Latin America,1997,All genders,Not applicable,Number,14017278.2121141,,
MDG_Latin America,1996,All genders,Not applicable,Number,13753970.092057,,
MDG_Latin America,1996,Female,Not applicable,Number,6816486.1863559,,
MDG_Latin America,1995,Female,Not applicable,Number,6613999.49277667,,
MDG_Latin America,1995,All genders,Not applicable,Number,13355653.7930555,,
MDG_Latin America,1994,All genders,Not applicable,Number,12889680.0,,
MDG_Latin America,1994,Female,Not applicable,Number,6385837.50495785,,
MDG_Latin America,1993,All genders,Not applicable,Number,12676209.2305571,,
MDG_Latin America,1993,Female,Not applicable,Number,6279987.53796198,,
MDG_Latin America,1992,All genders,Not applicable,Number,12201662.9537619,,
MDG_Latin America,1992,Female,Not applicable,Number,6057324.47736155,,
MDG_Latin America,1991,All genders,Not applicable,Number,11539687.0,,
MDG_Latin America,1991,Female,Not applicable,Number,5732102.32213986,,
MDG_Latin America,1990,All genders,Not applicable,Number,11766407.2126231,,
MDG_Latin America,1990,Female,Not applicable,Number,5821786.34436308,,
MDG_Latin America,1989,All genders,Not applicable,Number,10663206.5680299,,
MDG_Latin America,1989,Female,Not applicable,Number,5300521.05140121,,
MDG_Latin America,1988,All genders,Not applicable,Number,10495474.4918349,,
MDG_Latin America,1988,Female,Not applicable,Number,5218141.87185608,,
MDG_Latin America,1987,All genders,Not applicable,Number,10327739.3822892,,
MDG_Latin America,1987,Female,Not applicable,Number,5128382.7694607,,
MDG_Latin America,1986,All genders,Not applicable,Number,8353169.64734807,,
MDG_Latin America,1986,Female,Not applicable,Number,4153864.21316246,,
MDG_Latin America,1985,All genders,Not applicable,Number,7582677.39046093,,
MDG_Latin America,1985,Female,Not applicable,Number,3778279.3332189,,
MDG_Latin America,1984,All genders,Not applicable,Number,7002092.40657477,,
MDG_Latin America,1984,Female,Not applicable,Number,3487316.25227385,,
MDG_Latin America,1983,All genders,Not applicable,Number,6232601.31679806,,
MDG_Latin America,1983,Female,Not applicable,Number,3106528.32524873,,
MDG_Latin America,1982,All genders,Not applicable,Number,5556660.28911452,,
MDG_Latin America,1982,Female,Not applicable,Number,2771134.41765418,,
MDG_Latin America,1981,All genders,Not applicable,Number,4729127.7176244,,
MDG_Latin America,1981,Female,Not applicable,Number,2356263.45480928,,
MDG_Latin America,1980,All genders,Not applicable,Number,4061008.72825573,,
MDG_Latin America,1980,Female,Not applicable,Number,2021599.9890634,,
MDG_Latin America,1979,All genders,Not applicable,Number,3710091.80714629,,
MDG_Latin America,1979,Female,Not applicable,Number,1853523.25790702,,
MDG_Latin America,1978,All genders,Not applicable,Number,3284910.30510592,,
MDG_Latin America,1978,Female,Not applicable,Number,1643208.12374113,,
MDG_Latin America,1977,All genders,Not applicable,Number,2983067.25487643,,
MDG_Latin America,1977,Female,Not applicable,Number,1491843.815595,,
MDG_Latin America,1976,All genders,Not applicable,Number,2672055.353536,,
MDG_Latin America,1976,Female,Not applicable,Number,1332536.85529741,,
MDG_Latin America,1975,All genders,Not applicable,Number,2320990.6893113,,
MDG_Latin America,1975,Female,Not applicable,Number,1157851.24657518,,
MDG_Latin America and the Caribbean,2014,Female,Not applicable,Number,9880319.18626101,,
MDG_Latin America and the Caribbean,2014,All genders,Not applicable,Number,20062270.5551385,,
MDG_Latin America and the Caribbean,2013,All genders,Not applicable,Number,19966222.1745955,,
MDG_Latin America and the Caribbean,2013,Female,Not applicable,Number,9824409.61378578,,
MDG_Latin America and the Caribbean,2012,Female,Not applicable,Number,9605506.69919051,,
MDG_Latin America and the Caribbean,2012,All genders,Not applicable,Number,19528312.7890595,,
MDG_Latin America and the Caribbean,2011,Female,Not applicable,Number,9534466.99521866,,
MDG_Latin America and the Caribbean,2011,All genders,Not applicable,Number,19331358.8236082,,
MDG_Latin America and the Caribbean,2010,Female,Not applicable,Number,9477487.93540568,,
MDG_Latin America and the Caribbean,2010,All genders,Not applicable,Number,19219504.6763406,,
MDG_Latin America and the Caribbean,2009,Female,Not applicable,Number,9514410.2413606,,
MDG_Latin America and the Caribbean,2009,All genders,Not applicable,Number,19374643.4291873,,
MDG_Latin America and the Caribbean,2008,Female,Not applicable,Number,9432742.35266671,,
MDG_Latin America and the Caribbean,2008,All genders,Not applicable,Number,19136743.5996249,,
MDG_Latin America and the Caribbean,2007,Female,Not applicable,Number,9114353.7373448,,
MDG_Latin America and the Caribbean,2007,All genders,Not applicable,Number,18495000.3593793,,
MDG_Latin America and the Caribbean,2006,Female,Not applicable,Number,9001615.57807438,,
MDG_Latin America and the Caribbean,2006,All genders,Not applicable,Number,18261438.0381319,,
MDG_Latin America and the Caribbean,2005,Female,Not applicable,Number,8845124.72170151,,
MDG_Latin America and the Caribbean,2005,All genders,Not applicable,Number,17955687.3241651,,
MDG_Latin America and the Caribbean,2004,Female,Not applicable,Number,8614829.15565374,,
MDG_Latin America and the Caribbean,2004,All genders,Not applicable,Number,17471193.1445125,,
MDG_Latin America and the Caribbean,2003,Female,Not applicable,Number,8330529.50185128,,
MDG_Latin America and the Caribbean,2003,All genders,Not applicable,Number,16897876.9631207,,
MDG_Latin America and the Caribbean,2002,Female,Not applicable,Number,8245505.29464905,,
MDG_Latin America and the Caribbean,2002,All genders,Not applicable,Number,16701823.3902504,,
MDG_Latin America and the Caribbean,2001,Female,Not applicable,Number,8200927.49373789,,
MDG_Latin America and the Caribbean,2001,All genders,Not applicable,Number,16602971.5280973,,
MDG_Latin America and the Caribbean,2000,Female,Not applicable,Number,8134460.82029545,,
MDG_Latin America and the Caribbean,2000,All genders,Not applicable,Number,16451893.6117598,,
MDG_Latin America and the Caribbean,1999,Female,Not applicable,Number,7723108.19670352,,
MDG_Latin America and the Caribbean,1999,All genders,Not applicable,Number,15608209.8096827,,
MDG_Latin America and the Caribbean,1998,Female,Not applicable,Number,7660804.73697249,,
MDG_Latin America and the Caribbean,1998,All genders,Not applicable,Number,15476772.8687829,,
MDG_Latin America and the Caribbean,1997,Female,Not applicable,Number,7391286.81589013,,
MDG_Latin America and the Caribbean,1997,All genders,Not applicable,Number,14921624.960808,,
MDG_Latin America and the Caribbean,1996,Female,Not applicable,Number,7252056.44636737,,
MDG_Latin America and the Caribbean,1996,All genders,Not applicable,Number,14632776.6833825,,
MDG_Latin America and the Caribbean,1995,All genders,Not applicable,Number,14159383.258719,,
MDG_Latin America and the Caribbean,1995,Female,Not applicable,Number,7014422.06272603,,
MDG_Latin America and the Caribbean,1994,All genders,Not applicable,Number,13674350.7293416,,
MDG_Latin America and the Caribbean,1994,Female,Not applicable,Number,6765693.57591772,,
MDG_Latin America and the Caribbean,1993,All genders,Not applicable,Number,13419465.2183346,,
MDG_Latin America and the Caribbean,1993,Female,Not applicable,Number,6641726.07902943,,
MDG_Latin America and the Caribbean,1992,All genders,Not applicable,Number,12896723.0192661,,
MDG_Latin America and the Caribbean,1992,Female,Not applicable,Number,6395608.07828263,,
MDG_Latin America and the Caribbean,1991,All genders,Not applicable,Number,12217903.7504176,,
MDG_Latin America and the Caribbean,1991,Female,Not applicable,Number,6062021.78022461,,
MDG_Latin America and the Caribbean,1990,All genders,Not applicable,Number,12388333.6146672,,
MDG_Latin America and the Caribbean,1990,Female,Not applicable,Number,6124785.32181129,,
MDG_Latin America and the Caribbean,1989,All genders,Not applicable,Number,11251162.7103468,,
MDG_Latin America and the Caribbean,1989,Female,Not applicable,Number,5586672.73143269,,
MDG_Latin America and the Caribbean,1988,All genders,Not applicable,Number,11039753.37878,,
MDG_Latin America and the Caribbean,1988,Female,Not applicable,Number,5483668.8601579,,
MDG_Latin America and the Caribbean,1987,All genders,Not applicable,Number,10797110.6466357,,
MDG_Latin America and the Caribbean,1987,Female,Not applicable,Number,5356747.78772581,,
MDG_Latin America and the Caribbean,1986,All genders,Not applicable,Number,8784783.77012202,,
MDG_Latin America and the Caribbean,1986,Female,Not applicable,Number,4364090.33534728,,
MDG_Latin America and the Caribbean,1985,All genders,Not applicable,Number,7970648.13939522,,
MDG_Latin America and the Caribbean,1985,Female,Not applicable,Number,3972172.07261548,,
MDG_Latin America and the Caribbean,1984,All genders,Not applicable,Number,7398604.74060421,,
MDG_Latin America and the Caribbean,1984,Female,Not applicable,Number,3685707.52033482,,
MDG_Latin America and the Caribbean,1983,All genders,Not applicable,Number,6611624.30364925,,
MDG_Latin America and the Caribbean,1983,Female,Not applicable,Number,3296112.40446939,,
MDG_Latin America and the Caribbean,1982,Female,Not applicable,Number,2952573.06589701,,
MDG_Latin America and the Caribbean,1982,All genders,Not applicable,Number,5918848.47134335,,
MDG_Latin America and the Caribbean,1981,All genders,Not applicable,Number,5082662.50310647,,
MDG_Latin America and the Caribbean,1981,Female,Not applicable,Number,2533402.88806954,,
MDG_Latin America and the Caribbean,1980,Female,Not applicable,Number,2203413.17318225,,
MDG_Latin America and the Caribbean,1980,All genders,Not applicable,Number,4421563.20805821,,
MDG_Latin America and the Caribbean,1979,All genders,Not applicable,Number,4079069.67115828,,
MDG_Latin America and the Caribbean,1979,Female,Not applicable,Number,2037355.26995568,,
MDG_Latin America and the Caribbean,1978,Female,Not applicable,Number,1829989.60563178,,
MDG_Latin America and the Caribbean,1978,All genders,Not applicable,Number,3657330.61172426,,
MDG_Latin America and the Caribbean,1977,All genders,Not applicable,Number,3355197.28325815,,
MDG_Latin America and the Caribbean,1977,Female,Not applicable,Number,1678847.2633057,,
MDG_Latin America and the Caribbean,1976,Female,Not applicable,Number,1510830.02257167,,
MDG_Latin America and the Caribbean,1976,All genders,Not applicable,Number,3021494.41220344,,
MDG_Latin America and the Caribbean,1975,All genders,Not applicable,Number,2635476.74978899,,
MDG_Latin America and the Caribbean,1975,Female,Not applicable,Number,1316170.89900634,,
MDG_Least developed countries,2014,All genders,Not applicable,Number,13711412.7535547,,
MDG_Least developed countries,2014,Female,Not applicable,Number,6825058.98607718,,
MDG_Least developed countries,2013,All genders,Not applicable,Number,13049592.3945483,,
MDG_Least developed countries,2013,Female,Not applicable,Number,6503224.15394936,,
MDG_Least developed countries,2012,All genders,Not applicable,Number,12252801.809305,,
MDG_Least developed countries,2012,Female,Not applicable,Number,6063717.93742707,,
MDG_Least developed countries,2011,All genders,Not applicable,Number,10415140.7091838,,
MDG_Least developed countries,2011,Female,Not applicable,Number,5188352.34906521,,
MDG_Least developed countries,2010,All genders,Not applicable,Number,8738977.29713928,,
MDG_Least developed countries,2010,Female,Not applicable,Number,4324567.66292843,,
MDG_Least developed countries,2009,All genders,Not applicable,Number,8367161.87131135,,
MDG_Least developed countries,2009,Female,Not applicable,Number,4095946.80895896,,
MDG_Least developed countries,2008,All genders,Not applicable,Number,7850654.32973772,,
MDG_Least developed countries,2008,Female,Not applicable,Number,3839479.80033495,,
MDG_Least developed countries,2007,All genders,Not applicable,Number,7248956.90073295,,
MDG_Least developed countries,2007,Female,Not applicable,Number,3648041.51185776,,
MDG_Least developed countries,2006,All genders,Not applicable,Number,8485206.54114862,,
MDG_Least developed countries,2006,Female,Not applicable,Number,4273422.67480205,,
MDG_Least developed countries,2005,All genders,Not applicable,Number,7751256.95539711,,
MDG_Least developed countries,2005,Female,Not applicable,Number,3848393.117256,,
MDG_Least developed countries,2004,All genders,Not applicable,Number,6827972.93501221,,
MDG_Least developed countries,2004,Female,Not applicable,Number,3349907.6193156,,
MDG_Least developed countries,2003,All genders,Not applicable,Number,6306383.6427665,,
MDG_Least developed countries,2003,Female,Not applicable,Number,3073335.48812274,,
MDG_Least developed countries,2002,All genders,Not applicable,Number,6018256.55935072,,
MDG_Least developed countries,2002,Female,Not applicable,Number,2903863.3582515,,
MDG_Least developed countries,2001,All genders,Not applicable,Number,5749671.58064577,,
MDG_Least developed countries,2001,Female,Not applicable,Number,2748777.56211631,,
MDG_Least developed countries,2000,All genders,Not applicable,Number,5375883.34623178,,
MDG_Least developed countries,2000,Female,Not applicable,Number,2586892.61182009,,
MDG_Least developed countries,1999,All genders,Not applicable,Number,5067638.70010565,,
MDG_Least developed countries,1999,Female,Not applicable,Number,2452144.11374671,,
MDG_Least developed countries,1998,All genders,Not applicable,Number,5097744.7268878,,
MDG_Least developed countries,1998,Female,Not applicable,Number,2481077.91139567,,
MDG_Least developed countries,1997,All genders,Not applicable,Number,3485491.91423085,,
MDG_Least developed countries,1997,Female,Not applicable,Number,1673312.30127085,,
MDG_Least developed countries,1996,All genders,Not applicable,Number,3551407.55117693,,
MDG_Least developed countries,1996,Female,Not applicable,Number,1707679.89852107,,
MDG_Least developed countries,1995,Female,Not applicable,Number,1741736.75643596,,
MDG_Least developed countries,1995,All genders,Not applicable,Number,3622924.94421312,,
MDG_Least developed countries,1994,All genders,Not applicable,Number,3717305.87333173,,
MDG_Least developed countries,1994,Female,Not applicable,Number,1784962.39483542,,
MDG_Least developed countries,1993,Female,Not applicable,Number,1817341.38665964,,
MDG_Least developed countries,1993,All genders,Not applicable,Number,3796895.84272662,,
MDG_Least developed countries,1992,All genders,Not applicable,Number,3879462.48374626,,
MDG_Least developed countries,1992,Female,Not applicable,Number,1847882.07315285,,
MDG_Least developed countries,1991,Female,Not applicable,Number,1848695.20969415,,
MDG_Least developed countries,1991,All genders,Not applicable,Number,3930292.4726975,,
MDG_Least developed countries,1990,All genders,Not applicable,Number,4054204.68368033,,
MDG_Least developed countries,1990,Female,Not applicable,Number,1914203.87224555,,
MDG_Least developed countries,1989,Female,Not applicable,Number,1950783.79662976,,
MDG_Least developed countries,1989,All genders,Not applicable,Number,4167805.1336246,,
MDG_Least developed countries,1988,All genders,Not applicable,Number,4246029.44118232,,
MDG_Least developed countries,1988,Female,Not applicable,Number,1969024.01436149,,
MDG_Least developed countries,1987,Female,Not applicable,Number,1869330.79040511,,
MDG_Least developed countries,1987,All genders,Not applicable,Number,3981188.42361633,,
MDG_Least developed countries,1986,All genders,Not applicable,Number,3729553.57973568,,
MDG_Least developed countries,1986,Female,Not applicable,Number,1773939.1872762,,
MDG_Least developed countries,1985,All genders,Not applicable,Number,3430867.96260469,,
MDG_Least developed countries,1985,Female,Not applicable,Number,1654498.99614192,,
MDG_Least developed countries,1984,All genders,Not applicable,Number,3253702.77087078,,
MDG_Least developed countries,1984,Female,Not applicable,Number,1588073.43798491,,
MDG_Least developed countries,1983,All genders,Not applicable,Number,3064334.78625424,,
MDG_Least developed countries,1983,Female,Not applicable,Number,1510160.31387656,,
MDG_Least developed countries,1982,All genders,Not applicable,Number,2931757.82405828,,
MDG_Least developed countries,1982,Female,Not applicable,Number,1457222.84396368,,
MDG_Least developed countries,1981,All genders,Not applicable,Number,2780668.15631394,,
MDG_Least developed countries,1981,Female,Not applicable,Number,1364541.70169629,,
MDG_Least developed countries,1980,All genders,Not applicable,Number,2551871.75263431,,
MDG_Least developed countries,1980,Female,Not applicable,Number,1259345.88340367,,
MDG_Least developed countries,1979,All genders,Not applicable,Number,2348522.80520353,,
MDG_Least developed countries,1979,Female,Not applicable,Number,1162397.42176453,,
MDG_Least developed countries,1978,All genders,Not applicable,Number,2152996.73230243,,
MDG_Least developed countries,1978,Female,Not applicable,Number,1067772.0402347,,
MDG_Least developed countries,1977,All genders,Not applicable,Number,1968618.207513,,
MDG_Least developed countries,1977,Female,Not applicable,Number,974636.487012272,,
MDG_Least developed countries,1976,All genders,Not applicable,Number,1803719.41443946,,
MDG_Least developed countries,1976,Female,Not applicable,Number,890265.654175208,,
MDG_Least developed countries,1975,All genders,Not applicable,Number,1639922.7845124,,
MDG_Least developed countries,1975,Female,Not applicable,Number,801678.720306204,,
MDG_Northern Africa,2014,All genders,Not applicable,Number,2777415.7240638,,
MDG_Northern Africa,2014,Female,Not applicable,Number,1312319.58526452,,
MDG_Northern Africa,2013,All genders,Not applicable,Number,2418093.2764057,,
